date;age;sex;vrs_cases
2011-06-08;2;Male;1
2011-06-09;0;Female;3
2011-06-09;0;Male;5
2011-06-09;1;Female;1
2011-06-09;1;Male;2
2011-06-09;2;Female;1
2011-06-09;3;Female;1
2011-06-10;0;Female;6
2011-06-10;0;Male;12
2011-06-10;1;Female;1
2011-06-10;1;Male;6
2011-06-10;2;Female;1
2011-06-10;3;Male;1
2011-06-10;4;Male;1
2011-06-11;0;Male;3
2011-06-11;1;Female;1
2011-06-11;2;Female;1
2011-06-12;0;Male;2
2011-06-12;3;Female;1
2011-06-13;0;Female;1
2011-06-14;0;Female;9
2011-06-14;0;Male;19
2011-06-14;1;Female;4
2011-06-14;1;Male;4
2011-06-14;2;Female;3
2011-06-14;3;Female;1
2011-06-14;3;Male;1
2011-06-15;0;Female;6
2011-06-15;0;Male;7
2011-06-15;1;Female;3
2011-06-15;1;Male;5
2011-06-15;3;Female;1
2011-06-15;3;Male;2
2011-06-15;4;Male;1
2011-06-16;0;Female;12
2011-06-16;0;Male;4
2011-06-16;1;Female;1
2011-06-16;1;Male;3
2011-06-16;2;Male;2
2011-06-16;4;Female;1
2011-06-16;4;Male;1
2011-06-17;0;Female;4
2011-06-17;0;Male;9
2011-06-17;1;Female;2
2011-06-17;1;Male;2
2011-06-19;0;Male;2
2011-06-19;2;Female;1
2011-06-19;3;Male;1
2011-06-20;0;Female;5
2011-06-20;0;Male;12
2011-06-20;1;Female;3
2011-06-20;1;Male;4
2011-06-20;2;Male;2
2011-06-21;0;Female;4
2011-06-21;0;Male;8
2011-06-21;1;Female;3
2011-06-21;1;Male;2
2011-06-21;2;Female;1
2011-06-22;0;Female;7
2011-06-22;0;Male;5
2011-06-22;1;Female;1
2011-06-22;1;Male;1
2011-06-22;2;Male;1
2011-06-22;4;Male;1
2011-06-23;0;Female;7
2011-06-23;0;Male;5
2011-06-23;1;Female;1
2011-06-23;1;Male;2
2011-06-24;0;Female;1
2011-06-24;1;Female;1
2011-06-24;1;Male;1
2011-06-24;2;Male;1
2011-06-24;4;Female;1
2011-06-25;0;Male;1
2011-06-25;2;Female;1
2011-06-26;0;Male;2
2011-06-27;0;Female;7
2011-06-27;0;Male;9
2011-06-27;1;Female;2
2011-06-27;1;Male;4
2011-06-27;2;Female;1
2011-06-27;2;Male;2
2011-06-27;3;Female;1
2011-06-28;0;Female;3
2011-06-28;0;Male;4
2011-06-28;1;Male;2
2011-06-28;2;Male;1
2011-06-29;0;Female;6
2011-06-29;0;Male;7
2011-06-29;1;Female;1
2011-06-29;2;Male;1
2011-06-30;0;Female;9
2011-06-30;0;Male;9
2011-06-30;1;Female;3
2011-06-30;1;Male;3
2011-06-30;2;Female;1
2011-07-01;0;Female;5
2011-07-01;0;Male;8
2011-07-01;1;Female;1
2011-07-01;1;Male;3
2011-07-01;2;Male;1
2011-07-01;3;Male;1
2011-07-02;0;Female;1
2011-07-02;0;Male;1
2011-07-04;0;Female;9
2011-07-04;0;Male;10
2011-07-04;1;Female;1
2011-07-04;1;Male;4
2011-07-04;2;Male;1
2011-07-04;3;Male;2
2011-07-04;4;Female;1
2011-07-05;0;Female;10
2011-07-05;0;Male;9
2011-07-05;1;Female;3
2011-07-05;1;Male;1
2011-07-05;2;Female;1
2011-07-05;2;Male;2
2011-07-06;0;Female;8
2011-07-06;0;Male;2
2011-07-06;1;Male;1
2011-07-07;0;Female;1
2011-07-07;0;Male;8
2011-07-07;1;Female;1
2011-07-07;1;Male;2
2011-07-08;0;Female;5
2011-07-08;0;Male;7
2011-07-08;1;Female;2
2011-07-08;1;Male;3
2011-07-08;2;Male;1
2011-07-09;0;Male;1
2011-07-10;0;Male;2
2011-07-11;0;Female;3
2011-07-11;0;Male;11
2011-07-11;1;Female;2
2011-07-11;1;Male;4
2011-07-12;0;Female;4
2011-07-12;0;Male;7
2011-07-12;1;Female;1
2011-07-12;1;Male;1
2011-07-12;2;Female;2
2011-07-12;2;Male;1
2011-07-13;0;Female;2
2011-07-13;0;Male;10
2011-07-13;1;Female;1
2011-07-13;1;Male;3
2011-07-13;2;Female;1
2011-07-14;0;Female;4
2011-07-14;0;Male;12
2011-07-14;1;Female;1
2011-07-14;2;Female;1
2011-07-15;0;Female;3
2011-07-15;0;Male;9
2011-07-15;1;Female;2
2011-07-15;1;Male;4
2011-07-16;0;Female;2
2011-07-16;1;Male;1
2011-07-16;2;Male;1
2011-07-18;0;Female;5
2011-07-18;0;Male;12
2011-07-18;1;Female;1
2011-07-18;1;Male;5
2011-07-18;2;Male;3
2011-07-18;4;Female;1
2011-07-19;0;Female;2
2011-07-19;0;Male;5
2011-07-19;1;Female;3
2011-07-19;1;Male;2
2011-07-19;2;Female;2
2011-07-20;0;Female;2
2011-07-20;0;Male;9
2011-07-20;2;Female;1
2011-07-20;3;Male;1
2011-07-21;0;Female;4
2011-07-21;0;Male;1
2011-07-21;1;Male;2
2011-07-21;3;Female;1
2011-07-22;0;Female;2
2011-07-22;0;Male;6
2011-07-22;1;Female;1
2011-07-22;1;Male;2
2011-07-22;2;Female;2
2011-07-23;0;Female;1
2011-07-23;0;Male;1
2011-07-23;1;Male;1
2011-07-24;3;Male;1
2011-07-25;0;Male;11
2011-07-25;1;Female;1
2011-07-25;1;Male;2
2011-07-25;2;Female;1
2011-07-25;2;Male;1
2011-07-25;4;Male;1
2011-07-26;0;Female;3
2011-07-26;0;Male;6
2011-07-26;1;Female;1
2011-07-26;1;Male;1
2011-07-26;3;Male;1
2011-07-27;0;Female;2
2011-07-27;0;Male;4
2011-07-27;1;Female;1
2011-07-27;1;Male;1
2011-07-27;2;Female;1
2011-07-28;0;Female;3
2011-07-28;0;Male;6
2011-07-28;1;Male;1
2011-07-28;4;Male;1
2011-07-29;0;Female;5
2011-07-29;0;Male;9
2011-07-29;1;Male;1
2011-07-29;2;Female;1
2011-07-29;2;Male;1
2011-07-30;0;Male;1
2011-07-31;0;Female;1
2011-07-31;2;Male;1
2011-08-01;0;Female;5
2011-08-01;0;Male;9
2011-08-01;1;Male;3
2011-08-01;2;Female;1
2011-08-01;2;Male;1
2011-08-02;0;Female;3
2011-08-02;0;Male;11
2011-08-02;1;Female;1
2011-08-02;1;Male;1
2011-08-02;2;Male;2
2011-08-02;3;Male;1
2011-08-03;0;Female;6
2011-08-03;0;Male;7
2011-08-03;1;Female;1
2011-08-03;1;Male;2
2011-08-03;3;Male;1
2011-08-04;0;Female;4
2011-08-04;0;Male;11
2011-08-04;1;Male;1
2011-08-05;0;Female;6
2011-08-05;0;Male;2
2011-08-05;1;Female;2
2011-08-05;1;Male;1
2011-08-06;0;Female;1
2011-08-08;0;Female;6
2011-08-08;0;Male;6
2011-08-08;1;Female;1
2011-08-08;1;Male;2
2011-08-08;2;Female;1
2011-08-09;0;Female;3
2011-08-09;0;Male;11
2011-08-09;1;Female;1
2011-08-09;1;Male;1
2011-08-10;0;Female;4
2011-08-10;0;Male;3
2011-08-10;3;Male;1
2011-08-11;0;Female;3
2011-08-11;0;Male;3
2011-08-11;1;Female;1
2011-08-11;1;Male;1
2011-08-12;0;Female;2
2011-08-12;0;Male;6
2011-08-12;1;Male;2
2011-08-13;0;Male;1
2011-08-14;0;Male;1
2011-08-14;4;Male;1
2011-08-16;0;Female;8
2011-08-16;0;Male;4
2011-08-16;1;Female;1
2011-08-16;2;Female;1
2011-08-17;0;Female;1
2011-08-17;0;Male;7
2011-08-17;2;Male;1
2011-08-17;3;Male;1
2011-08-17;4;Female;1
2011-08-18;0;Female;4
2011-08-18;0;Male;11
2011-08-18;1;Female;1
2011-08-19;0;Female;4
2011-08-19;0;Male;5
2011-08-19;1;Male;1
2011-08-19;2;Male;1
2011-08-20;0;Male;2
2011-08-22;0;Female;7
2011-08-22;0;Male;9
2011-08-22;1;Male;3
2011-08-22;4;Female;1
2011-08-23;0;Female;3
2011-08-23;0;Male;3
2011-08-23;1;Female;1
2011-08-24;0;Female;4
2011-08-24;0;Male;5
2011-08-24;1;Male;1
2011-08-25;0;Female;2
2011-08-25;0;Male;4
2011-08-25;1;Female;1
2011-08-25;2;Male;1
2011-08-25;3;Female;1
2011-08-25;3;Male;1
2011-08-26;0;Female;7
2011-08-26;0;Male;5
2011-08-26;1;Female;1
2011-08-26;3;Male;1
2011-08-27;0;Male;1
2011-08-28;1;Female;1
2011-08-28;2;Male;2
2011-08-29;0;Female;3
2011-08-29;0;Male;5
2011-08-29;1;Male;1
2011-08-29;4;Male;2
2011-08-30;0;Female;3
2011-08-30;0;Male;6
2011-08-30;2;Male;1
2011-08-31;0;Female;6
2011-08-31;0;Male;11
2011-08-31;1;Male;1
2011-09-01;0;Male;6
2011-09-01;1;Female;1
2011-09-01;1;Male;1
2011-09-02;0;Female;5
2011-09-02;0;Male;9
2011-09-02;1;Female;1
2011-09-05;0;Female;3
2011-09-05;0;Male;5
2011-09-05;1;Female;1
2011-09-05;1;Male;1
2011-09-05;2;Male;1
2011-09-06;0;Female;1
2011-09-06;0;Male;8
2011-09-06;1;Male;2
2011-09-06;2;Male;2
2011-09-07;0;Female;3
2011-09-07;0;Male;10
2011-09-07;1;Female;2
2011-09-07;3;Female;1
2011-09-08;0;Female;8
2011-09-08;0;Male;12
2011-09-08;1;Male;3
2011-09-08;2;Female;1
2011-09-08;2;Male;1
2011-09-09;0;Female;4
2011-09-09;0;Male;4
2011-09-09;1;Female;1
2011-09-09;1;Male;1
2011-09-09;3;Female;1
2011-09-10;0;Male;3
2011-09-11;0;Male;1
2011-09-12;0;Female;13
2011-09-12;0;Male;8
2011-09-12;1;Female;2
2011-09-12;1;Male;2
2011-09-12;2;Male;1
2011-09-12;4;Male;1
2011-09-13;0;Female;10
2011-09-13;0;Male;10
2011-09-13;1;Male;2
2011-09-14;0;Female;7
2011-09-14;0;Male;8
2011-09-14;1;Female;1
2011-09-15;0;Female;3
2011-09-15;0;Male;6
2011-09-15;1;Male;2
2011-09-15;3;Female;1
2011-09-16;0;Female;3
2011-09-16;0;Male;6
2011-09-16;1;Female;1
2011-09-16;1;Male;5
2011-09-16;2;Female;1
2011-09-17;0;Female;1
2011-09-17;0;Male;1
2011-09-18;0;Female;1
2011-09-18;1;Female;1
2011-09-19;0;Female;10
2011-09-19;0;Male;20
2011-09-19;1;Male;9
2011-09-19;2;Male;3
2011-09-19;3;Female;1
2011-09-19;3;Male;1
2011-09-20;0;Female;6
2011-09-20;0;Male;16
2011-09-20;1;Female;2
2011-09-20;1;Male;7
2011-09-20;2;Female;1
2011-09-20;2;Male;1
2011-09-20;3;Male;1
2011-09-20;4;Female;1
2011-09-21;0;Female;8
2011-09-21;0;Male;15
2011-09-21;1;Female;1
2011-09-21;1;Male;5
2011-09-21;2;Female;2
2011-09-21;2;Male;3
2011-09-21;3;Male;2
2011-09-22;0;Female;7
2011-09-22;0;Male;13
2011-09-22;1;Female;4
2011-09-22;1;Male;4
2011-09-22;2;Male;1
2011-09-23;0;Female;7
2011-09-23;0;Male;21
2011-09-23;1;Female;2
2011-09-23;1;Male;5
2011-09-23;2;Male;6
2011-09-23;3;Female;1
2011-09-23;3;Male;1
2011-09-23;4;Male;1
2011-09-24;0;Male;2
2011-09-26;0;Female;18
2011-09-26;0;Male;37
2011-09-26;1;Female;5
2011-09-26;1;Male;5
2011-09-26;2;Female;3
2011-09-26;2;Male;1
2011-09-26;3;Male;2
2011-09-26;4;Male;3
2011-09-27;0;Female;14
2011-09-27;0;Male;33
2011-09-27;1;Female;3
2011-09-27;1;Male;8
2011-09-27;2;Female;1
2011-09-27;3;Female;1
2011-09-27;3;Male;1
2011-09-27;4;Male;1
2011-09-28;0;Female;17
2011-09-28;0;Male;22
2011-09-28;1;Female;4
2011-09-28;1;Male;5
2011-09-28;2;Female;3
2011-09-28;2;Male;3
2011-09-28;3;Female;1
2011-09-28;3;Male;2
2011-09-28;4;Female;1
2011-09-29;0;Female;15
2011-09-29;0;Male;20
2011-09-29;1;Female;8
2011-09-29;1;Male;1
2011-09-30;0;Female;16
2011-09-30;0;Male;32
2011-09-30;1;Female;2
2011-09-30;1;Male;8
2011-09-30;2;Male;1
2011-09-30;4;Male;2
2011-10-01;0;Female;1
2011-10-01;0;Male;4
2011-10-01;1;Male;2
2011-10-02;0;Female;1
2011-10-02;0;Male;1
2011-10-02;1;Male;1
2011-10-02;2;Male;1
2011-10-02;3;Male;1
2011-10-03;0;Female;14
2011-10-03;0;Male;34
2011-10-03;1;Female;4
2011-10-03;1;Male;3
2011-10-03;2;Male;3
2011-10-03;4;Male;1
2011-10-04;0;Female;17
2011-10-04;0;Male;26
2011-10-04;1;Female;5
2011-10-04;1;Male;6
2011-10-04;2;Female;1
2011-10-04;2;Male;4
2011-10-05;0;Female;11
2011-10-05;0;Male;29
2011-10-05;1;Female;4
2011-10-05;1;Male;6
2011-10-05;2;Male;1
2011-10-05;3;Female;1
2011-10-05;4;Male;1
2011-10-06;0;Female;14
2011-10-06;0;Male;23
2011-10-06;1;Female;2
2011-10-06;1;Male;5
2011-10-06;2;Female;1
2011-10-06;3;Male;1
2011-10-07;0;Female;13
2011-10-07;0;Male;21
2011-10-07;1;Female;4
2011-10-07;1;Male;3
2011-10-07;2;Male;1
2011-10-07;3;Female;1
2011-10-07;4;Male;2
2011-10-08;0;Female;3
2011-10-08;0;Male;2
2011-10-08;1;Female;1
2011-10-08;1;Male;1
2011-10-08;4;Male;1
2011-10-09;1;Female;1
2011-10-09;1;Male;3
2011-10-09;2;Female;1
2011-10-10;0;Female;13
2011-10-10;0;Male;41
2011-10-10;1;Female;3
2011-10-10;1;Male;7
2011-10-10;2;Female;3
2011-10-10;3;Female;1
2011-10-11;0;Female;16
2011-10-11;0;Male;26
2011-10-11;1;Female;2
2011-10-11;1;Male;11
2011-10-11;2;Male;1
2011-10-11;3;Male;2
2011-10-11;4;Male;1
2011-10-12;0;Male;5
2011-10-12;1;Female;1
2011-10-12;1;Male;1
2011-10-12;2;Male;1
2011-10-13;0;Female;21
2011-10-13;0;Male;32
2011-10-13;1;Female;1
2011-10-13;1;Male;10
2011-10-13;2;Female;1
2011-10-13;2;Male;2
2011-10-13;3;Male;1
2011-10-14;0;Female;23
2011-10-14;0;Male;25
2011-10-14;1;Female;2
2011-10-14;1;Male;9
2011-10-14;2;Female;1
2011-10-14;3;Female;1
2011-10-14;4;Male;1
2011-10-15;0;Female;3
2011-10-15;0;Male;1
2011-10-15;1;Male;2
2011-10-15;2;Male;1
2011-10-16;0;Female;2
2011-10-16;1;Male;2
2011-10-17;0;Female;23
2011-10-17;0;Male;38
2011-10-17;1;Female;8
2011-10-17;1;Male;7
2011-10-17;2;Female;1
2011-10-17;2;Male;1
2011-10-17;3;Female;2
2011-10-17;4;Male;2
2011-10-18;0;Female;21
2011-10-18;0;Male;30
2011-10-18;1;Female;4
2011-10-18;1;Male;6
2011-10-18;2;Female;1
2011-10-18;3;Male;1
2011-10-19;0;Female;20
2011-10-19;0;Male;33
2011-10-19;1;Female;6
2011-10-19;1;Male;5
2011-10-19;2;Female;2
2011-10-19;2;Male;1
2011-10-19;3;Female;1
2011-10-20;0;Female;27
2011-10-20;0;Male;21
2011-10-20;1;Female;6
2011-10-20;1;Male;4
2011-10-20;2;Female;1
2011-10-20;2;Male;3
2011-10-20;3;Male;1
2011-10-21;0;Female;21
2011-10-21;0;Male;22
2011-10-21;1;Female;6
2011-10-21;1;Male;6
2011-10-21;3;Female;1
2011-10-21;3;Male;1
2011-10-22;0;Female;1
2011-10-22;1;Female;1
2011-10-22;1;Male;1
2011-10-23;0;Female;1
2011-10-23;0;Male;5
2011-10-23;1;Male;1
2011-10-23;3;Female;1
2011-10-24;0;Female;17
2011-10-24;0;Male;34
2011-10-24;1;Female;6
2011-10-24;1;Male;8
2011-10-24;2;Female;1
2011-10-24;3;Female;1
2011-10-24;3;Male;1
2011-10-24;4;Female;2
2011-10-24;4;Male;1
2011-10-25;0;Female;18
2011-10-25;0;Male;36
2011-10-25;1;Female;4
2011-10-25;1;Male;6
2011-10-25;4;Female;1
2011-10-26;0;Female;15
2011-10-26;0;Male;28
2011-10-26;1;Female;4
2011-10-26;1;Male;3
2011-10-26;2;Male;2
2011-10-26;4;Male;1
2011-10-27;0;Female;6
2011-10-27;0;Male;25
2011-10-27;1;Female;4
2011-10-27;1;Male;3
2011-10-27;2;Female;2
2011-10-27;4;Female;1
2011-10-28;0;Female;19
2011-10-28;0;Male;33
2011-10-28;1;Female;10
2011-10-28;1;Male;4
2011-10-28;2;Female;2
2011-10-28;3;Male;1
2011-10-29;0;Female;3
2011-10-29;0;Male;2
2011-10-29;1;Male;4
2011-10-29;2;Female;2
2011-10-29;2;Male;1
2011-10-30;0;Female;1
2011-10-30;0;Male;4
2011-10-31;0;Female;19
2011-10-31;0;Male;36
2011-10-31;1;Female;5
2011-10-31;1;Male;4
2011-10-31;2;Female;2
2011-10-31;2;Male;3
2011-10-31;3;Female;1
2011-10-31;4;Male;1
2011-11-01;0;Female;4
2011-11-01;0;Male;2
2011-11-01;1;Female;1
2011-11-01;1;Male;1
2011-11-01;2;Male;1
2011-11-02;0;Female;29
2011-11-02;0;Male;45
2011-11-02;1;Female;8
2011-11-02;1;Male;5
2011-11-02;2;Female;1
2011-11-02;2;Male;2
2011-11-02;4;Male;1
2011-11-03;0;Female;14
2011-11-03;0;Male;34
2011-11-03;1;Female;5
2011-11-03;1;Male;3
2011-11-03;2;Female;3
2011-11-03;4;Female;1
2011-11-04;0;Female;15
2011-11-04;0;Male;34
2011-11-04;1;Female;9
2011-11-04;1;Male;5
2011-11-04;2;Female;2
2011-11-05;0;Female;2
2011-11-05;0;Male;2
2011-11-05;1;Male;2
2011-11-05;2;Male;2
2011-11-06;0;Female;3
2011-11-06;1;Female;2
2011-11-07;0;Female;23
2011-11-07;0;Male;49
2011-11-07;1;Female;8
2011-11-07;1;Male;4
2011-11-07;2;Female;1
2011-11-07;2;Male;2
2011-11-07;3;Female;1
2011-11-07;3;Male;1
2011-11-08;0;Female;17
2011-11-08;0;Male;33
2011-11-08;1;Female;7
2011-11-08;1;Male;11
2011-11-08;2;Female;1
2011-11-08;2;Male;2
2011-11-08;3;Female;2
2011-11-08;3;Male;1
2011-11-08;4;Female;2
2011-11-08;4;Male;1
2011-11-09;0;Female;18
2011-11-09;0;Male;31
2011-11-09;1;Female;7
2011-11-09;1;Male;7
2011-11-09;2;Female;1
2011-11-09;2;Male;1
2011-11-09;3;Female;2
2011-11-10;0;Female;20
2011-11-10;0;Male;21
2011-11-10;1;Female;5
2011-11-10;1;Male;6
2011-11-10;2;Male;2
2011-11-10;4;Female;1
2011-11-11;0;Female;23
2011-11-11;0;Male;26
2011-11-11;1;Female;8
2011-11-11;1;Male;6
2011-11-11;2;Female;1
2011-11-11;2;Male;1
2011-11-11;3;Male;1
2011-11-11;4;Female;1
2011-11-12;0;Female;2
2011-11-12;0;Male;3
2011-11-12;1;Female;1
2011-11-12;1;Male;1
2011-11-13;2;Male;1
2011-11-14;0;Female;33
2011-11-14;0;Male;35
2011-11-14;1;Female;6
2011-11-14;1;Male;4
2011-11-14;2;Female;1
2011-11-14;2;Male;4
2011-11-14;3;Female;1
2011-11-14;3;Male;2
2011-11-15;0;Female;16
2011-11-15;0;Male;29
2011-11-15;1;Female;6
2011-11-15;1;Male;7
2011-11-15;2;Female;1
2011-11-15;2;Male;3
2011-11-15;3;Male;3
2011-11-15;4;Female;1
2011-11-15;4;Male;2
2011-11-16;0;Female;34
2011-11-16;0;Male;26
2011-11-16;1;Female;10
2011-11-16;1;Male;9
2011-11-16;2;Female;2
2011-11-16;2;Male;2
2011-11-16;3;Male;1
2011-11-17;0;Female;28
2011-11-17;0;Male;38
2011-11-17;1;Female;7
2011-11-17;1;Male;6
2011-11-17;2;Female;3
2011-11-17;2;Male;8
2011-11-17;3;Male;1
2011-11-18;0;Female;23
2011-11-18;0;Male;41
2011-11-18;1;Female;7
2011-11-18;1;Male;7
2011-11-18;2;Female;2
2011-11-18;2;Male;3
2011-11-18;3;Female;1
2011-11-19;0;Female;3
2011-11-19;0;Male;3
2011-11-19;1;Female;1
2011-11-19;1;Male;3
2011-11-19;3;Female;1
2011-11-20;0;Female;2
2011-11-20;0;Male;1
2011-11-20;1;Female;1
2011-11-21;0;Female;42
2011-11-21;0;Male;51
2011-11-21;1;Female;10
2011-11-21;1;Male;12
2011-11-21;2;Female;3
2011-11-21;2;Male;6
2011-11-21;3;Female;3
2011-11-21;3;Male;3
2011-11-22;0;Female;33
2011-11-22;0;Male;49
2011-11-22;1;Female;7
2011-11-22;1;Male;10
2011-11-22;2;Female;5
2011-11-22;2;Male;1
2011-11-22;4;Male;1
2011-11-23;0;Female;40
2011-11-23;0;Male;44
2011-11-23;1;Female;9
2011-11-23;1;Male;14
2011-11-23;2;Female;1
2011-11-23;2;Male;1
2011-11-23;3;Female;1
2011-11-23;3;Male;2
2011-11-24;0;Female;43
2011-11-24;0;Male;44
2011-11-24;1;Female;7
2011-11-24;1;Male;14
2011-11-24;2;Female;1
2011-11-24;2;Male;2
2011-11-24;4;Female;1
2011-11-25;0;Female;37
2011-11-25;0;Male;47
2011-11-25;1;Female;16
2011-11-25;1;Male;12
2011-11-25;2;Female;1
2011-11-25;2;Male;2
2011-11-26;0;Female;4
2011-11-26;0;Male;6
2011-11-26;1;Female;1
2011-11-26;1;Male;1
2011-11-26;2;Male;1
2011-11-27;0;Female;2
2011-11-27;0;Male;6
2011-11-27;1;Female;1
2011-11-27;1;Male;1
2011-11-27;2;Male;1
2011-11-27;3;Female;1
2011-11-27;4;Female;1
2011-11-28;0;Female;57
2011-11-28;0;Male;106
2011-11-28;1;Female;15
2011-11-28;1;Male;27
2011-11-28;2;Female;4
2011-11-28;2;Male;5
2011-11-29;0;Female;54
2011-11-29;0;Male;78
2011-11-29;1;Female;14
2011-11-29;1;Male;23
2011-11-29;2;Female;9
2011-11-29;2;Male;1
2011-11-29;3;Male;1
2011-11-29;4;Female;1
2011-11-29;4;Male;1
2011-11-30;0;Female;42
2011-11-30;0;Male;76
2011-11-30;1;Female;19
2011-11-30;1;Male;20
2011-11-30;2;Female;5
2011-11-30;2;Male;3
2011-11-30;3;Female;3
2011-11-30;3;Male;2
2011-11-30;4;Female;2
2011-11-30;4;Male;1
2011-12-01;0;Female;48
2011-12-01;0;Male;63
2011-12-01;1;Female;14
2011-12-01;1;Male;15
2011-12-01;2;Female;5
2011-12-01;2;Male;3
2011-12-01;3;Female;3
2011-12-01;3;Male;3
2011-12-02;0;Female;67
2011-12-02;0;Male;77
2011-12-02;1;Female;17
2011-12-02;1;Male;19
2011-12-02;2;Female;1
2011-12-02;2;Male;3
2011-12-02;3;Female;1
2011-12-02;4;Male;1
2011-12-03;0;Female;5
2011-12-03;0;Male;8
2011-12-03;1;Female;1
2011-12-03;2;Female;1
2011-12-03;2;Male;1
2011-12-03;3;Male;1
2011-12-04;0;Male;5
2011-12-04;1;Female;1
2011-12-04;2;Male;1
2011-12-05;0;Female;71
2011-12-05;0;Male;111
2011-12-05;1;Female;15
2011-12-05;1;Male;21
2011-12-05;2;Female;3
2011-12-05;2;Male;4
2011-12-06;0;Female;5
2011-12-06;0;Male;5
2011-12-06;1;Female;2
2011-12-06;1;Male;1
2011-12-06;2;Male;1
2011-12-06;4;Female;1
2011-12-07;0;Female;78
2011-12-07;0;Male;98
2011-12-07;1;Female;14
2011-12-07;1;Male;24
2011-12-07;2;Female;8
2011-12-07;2;Male;3
2011-12-07;3;Female;1
2011-12-07;3;Male;1
2011-12-08;0;Female;6
2011-12-08;0;Male;4
2011-12-08;1;Female;1
2011-12-08;1;Male;1
2011-12-08;2;Male;2
2011-12-09;0;Female;83
2011-12-09;0;Male;81
2011-12-09;1;Female;21
2011-12-09;1;Male;25
2011-12-09;2;Female;2
2011-12-09;2;Male;7
2011-12-09;3;Male;4
2011-12-10;0;Female;9
2011-12-10;0;Male;16
2011-12-10;1;Female;5
2011-12-10;1;Male;1
2011-12-10;2;Female;1
2011-12-10;2;Male;1
2011-12-11;0;Female;7
2011-12-11;0;Male;6
2011-12-11;1;Female;2
2011-12-11;1;Male;1
2011-12-12;0;Female;126
2011-12-12;0;Male;148
2011-12-12;1;Female;26
2011-12-12;1;Male;20
2011-12-12;2;Female;3
2011-12-12;2;Male;4
2011-12-12;3;Female;2
2011-12-12;3;Male;3
2011-12-12;4;Female;1
2011-12-13;0;Female;93
2011-12-13;0;Male;110
2011-12-13;1;Female;14
2011-12-13;1;Male;20
2011-12-13;2;Female;2
2011-12-13;2;Male;3
2011-12-13;3;Female;1
2011-12-13;3;Male;3
2011-12-13;4;Male;1
2011-12-14;0;Female;83
2011-12-14;0;Male;78
2011-12-14;1;Female;4
2011-12-14;1;Male;7
2011-12-14;2;Female;2
2011-12-14;3;Female;1
2011-12-14;4;Female;2
2011-12-15;0;Female;61
2011-12-15;0;Male;82
2011-12-15;1;Female;7
2011-12-15;1;Male;18
2011-12-15;2;Female;2
2011-12-15;2;Male;2
2011-12-15;3;Male;1
2011-12-15;4;Female;2
2011-12-16;0;Female;66
2011-12-16;0;Male;109
2011-12-16;1;Female;11
2011-12-16;1;Male;15
2011-12-16;2;Female;1
2011-12-16;2;Male;1
2011-12-16;3;Female;1
2011-12-16;3;Male;2
2011-12-17;0;Female;5
2011-12-17;0;Male;9
2011-12-17;1;Female;1
2011-12-18;0;Male;6
2011-12-18;1;Female;1
2011-12-18;1;Male;2
2011-12-18;4;Male;1
2011-12-19;0;Female;103
2011-12-19;0;Male;108
2011-12-19;1;Female;15
2011-12-19;1;Male;17
2011-12-19;2;Female;4
2011-12-19;2;Male;9
2011-12-19;3;Female;1
2011-12-19;3;Male;1
2011-12-19;4;Male;1
2011-12-20;0;Female;68
2011-12-20;0;Male;84
2011-12-20;1;Female;20
2011-12-20;1;Male;14
2011-12-20;2;Female;4
2011-12-20;2;Male;1
2011-12-20;3;Female;2
2011-12-20;3;Male;4
2011-12-20;4;Male;3
2011-12-21;0;Female;47
2011-12-21;0;Male;73
2011-12-21;1;Female;14
2011-12-21;1;Male;17
2011-12-21;2;Female;2
2011-12-21;2;Male;5
2011-12-21;3;Female;1
2011-12-21;3;Male;2
2011-12-22;0;Female;54
2011-12-22;0;Male;61
2011-12-22;1;Female;11
2011-12-22;1;Male;15
2011-12-22;2;Female;3
2011-12-22;2;Male;3
2011-12-22;3;Female;5
2011-12-22;3;Male;2
2011-12-22;4;Female;1
2011-12-23;0;Female;65
2011-12-23;0;Male;68
2011-12-23;1;Female;8
2011-12-23;1;Male;16
2011-12-23;2;Female;2
2011-12-23;2;Male;1
2011-12-23;3;Female;2
2011-12-23;3;Male;2
2011-12-24;0;Female;6
2011-12-24;0;Male;8
2011-12-24;1;Male;2
2011-12-24;2;Female;1
2011-12-24;2;Male;1
2011-12-24;3;Female;1
2011-12-25;0;Female;11
2011-12-25;0;Male;5
2011-12-25;1;Female;3
2011-12-25;1;Male;4
2011-12-25;2;Male;1
2011-12-25;3;Male;1
2011-12-25;4;Male;1
2011-12-26;0;Female;7
2011-12-26;0;Male;9
2011-12-27;0;Female;82
2011-12-27;0;Male;107
2011-12-27;1;Female;10
2011-12-27;1;Male;15
2011-12-27;2;Female;2
2011-12-27;2;Male;3
2011-12-27;3;Female;1
2011-12-27;3;Male;1
2011-12-27;4;Female;1
2011-12-28;0;Female;64
2011-12-28;0;Male;64
2011-12-28;1;Female;13
2011-12-28;1;Male;14
2011-12-28;2;Female;2
2011-12-28;2;Male;4
2011-12-29;0;Female;51
2011-12-29;0;Male;70
2011-12-29;1;Female;11
2011-12-29;1;Male;9
2011-12-29;2;Male;1
2011-12-29;3;Male;1
2011-12-30;0;Female;60
2011-12-30;0;Male;89
2011-12-30;1;Female;6
2011-12-30;1;Male;13
2011-12-30;2;Male;3
